656 5140
435 158 65
456 266 6
507 133 82
372 633 14
273 424 69
609 541 39
102 364 33
504 547 62
468 387 35
510 2 29
549 601 6
429 309 42
651 360 59
324 58 38
555 593 61
165 429 4
603 38 46
570 257 37
312 208 51
375 622 33
558 291 28
66 365 45
351 637 30
324 598 75
135 348 30
273 558 28
111 631 74
54 554 58
612 454 21
366 535 45
372 647 68
306 393 46
387 79 13
546 153 19
384 442 7
21 570 52
471 153 69
606 95 53
216 61 13
120 389 22
501 598 57
255 76 70
156 508 40
423 244 7
591 521 7
606 296 38
651 531 38
69 532 13
534 222 22
348 168 6
588 244 13
375 170 80
96 120 42
312 478 18
336 528 48
432 279 41
195 486 17
264 458 57
87 21 12
285 384 56
441 528 22
279 127 30
396 175 29
321 558 24
621 441 49
348 70 9
390 610 32
450 367 54
402 63 41
210 472 20
159 244 29
18 634 79
423 517 51
138 301 54
402 656 43
552 138 25
183 387 57
45 515 23
444 23 20
516 542 16
117 614 7
270 65 22
456 514 44
96 454 81
543 514 44
207 386 61
105 164 75
75 403 57
471 66 67
57 229 66
30 199 18
561 184 41
432 608 35
123 631 5
522 1 59
300 455 70
624 19 58
141 437 50
597 67 3
291 276 62
348 473 39
207 293 7
231 20 65
327 473 49
432 156 23
144 178 38
420 311 48
30 8 31
48 446 31
114 493 74
420 447 61
264 651 2
630 237 47
522 179 47
651 548 42
501 120 28
417 279 33
36 170 41
471 375 46
450 213 60
408 111 77
165 103 9
630 547 45
435 512 44
15 342 22
297 202 42
1 47 26
231 466 7
333 427 46
126 357 75
279 13 11
42 67 66
348 48 49
120 253 27
537 500 17
561 262 2
45 427 60
519 141 70
12 509 64
123 113 78
654 506 25
321 486 23
336 211 22
651 146 49
60 418 59
435 206 46
42 85 64
570 626 48
621 134 69
228 424 74
633 332 75
198 18 30
606 358 54
489 501 78
528 624 57
165 322 54
57 323 74
504 421 53
561 149 12
585 257 56
231 205 67
276 244 66
450 287 73
312 281 20
198 375 16
351 63 50
348 8 73
429 548 73
624 421 33
591 281 34
111 79 3
540 570 39
12 163 64
351 266 81
612 477 64
213 136 77
192 509 35
546 278 41
474 599 61
540 410 39
180 528 12
165 566 44
591 393 32
630 228 16
528 348 26
426 585 74
210 128 16
288 89 29
525 249 12
240 626 42
504 608 48
42 249 82
594 17 74
210 448 3
243 85 34
216 166 40
306 576 14
363 162 65
345 567 32
459 537 39
375 222 58
54 87 17
162 527 39
18 366 18
504 371 31
123 118 63
114 219 63
447 43 6
9 230 7
459 271 71
414 107 31
54 498 41
168 134 55
30 277 31
378 359 78
576 98 53
150 22 13
60 395 44
636 277 13
15 370 7
486 135 5
537 200 37
501 192 30
225 25 24
471 328 64
342 624 15
117 1 61
339 276 81
426 567 79
495 130 79
390 189 51
627 568 18
540 285 20
222 51 6
390 655 24
534 349 61
510 23 55
252 369 69
6 162 38
384 579 71
474 76 1
405 625 34
648 335 17
363 405 59
636 515 74
213 33 35
417 247 22
621 580 33
39 96 33
375 401 34
591 239 25
639 118 56
78 290 21
462 167 68
21 615 60
66 391 34
387 442 8
552 116 56
177 611 66
261 116 77
312 206 18
162 275 55
609 303 1
414 107 26
429 87 54
162 252 17
405 343 39
312 263 77
291 277 54
429 545 75
402 596 46
642 551 34
297 628 34
537 21 7
555 523 6
492 385 58
309 16 19
453 291 9
447 328 11
534 532 18
21 215 57
3 512 39
555 263 26
414 25 15
189 436 9
267 58 44
558 179 62
18 283 14
309 124 45
549 544 14
144 351 82
498 407 75
147 552 32
621 46 69
615 83 48
321 285 73
171 287 19
117 548 3
624 52 19
405 312 38
567 15 34
396 63 19
123 527 3
351 53 2
384 460 19
444 364 32
198 242 27
324 492 44
96 279 2
9 82 62
351 621 48
264 102 79
99 270 51
432 67 55
333 615 62
90 86 7
180 429 5
516 234 36
63 629 70
135 642 29
276 603 71
318 214 82
333 392 34
300 446 2
102 638 9
78 591 28
300 646 53
264 296 43
393 630 56
222 355 47
408 542 49
279 375 17
396 67 77
408 39 74
135 340 82
318 312 47
303 642 3
33 329 10
555 452 76
279 115 6
543 545 50
54 453 18
459 553 24
306 318 20
516 110 13
582 187 54
600 296 15
480 471 41
393 259 16
237 473 1
147 490 64
114 132 82
45 284 28
318 615 32
582 457 22
189 147 41
561 163 58
48 68 2
387 511 38
186 624 68
96 415 14
246 28 2
216 523 56
78 38 12
12 176 65
237 445 7
201 14 15
276 493 54
321 606 34
129 501 18
570 165 36
156 100 72
438 564 9
519 458 1
252 334 11
156 303 23
330 331 23
642 269 60
24 292 32
63 528 28
192 518 47
237 223 59
408 413 42
105 268 70
24 103 80
165 297 51
147 498 24
339 541 82
93 524 74
555 465 5
474 608 35
24 191 54
78 219 38
48 166 47
351 443 32
54 411 27
63 190 39
351 77 37
564 93 37
153 519 64
9 347 54
654 395 25
330 311 4
15 221 24
498 188 79
132 481 7
147 489 20
408 470 13
123 50 67
540 239 16
207 138 2
87 594 78
195 464 68
384 192 65
342 489 78
561 410 21
309 515 13
87 25 27
603 176 76
87 488 81
645 185 51
42 216 48
225 554 46
3 273 30
168 362 34
435 240 49
213 549 75
159 276 61
528 341 2
216 622 51
417 526 30
360 597 6
309 568 73
186 180 12
270 90 42
273 145 68
171 531 49
258 387 57
216 384 53
168 77 15
270 476 2
51 20 26
165 633 50
612 56 43
504 82 59
522 543 38
627 275 9
525 19 79
531 32 52
129 93 73
345 198 14
531 119 40
237 250 6
534 114 11
240 156 56
327 241 69
357 308 79
135 375 20
528 195 28
423 96 19
621 460 52
543 338 44
426 356 52
114 128 54
138 276 82
480 182 56
321 280 27
249 313 74
222 88 42
99 458 18
474 546 52
219 204 9
87 179 62
171 471 71
150 314 44
96 168 59
456 273 5
303 414 52
297 53 36
318 29 65
561 5 77
471 71 68
150 6 68
357 57 42
651 576 10
60 433 34
546 158 73
417 346 14
645 209 59
366 350 32
156 630 4
300 634 40
339 451 71
552 656 68
39 412 52
582 425 82
318 413 78
219 314 66
546 301 35
456 309 70
378 363 12
483 332 19
300 218 40
270 494 55
396 197 51
537 195 64
228 360 56
102 16 36
339 383 54
411 619 28
636 385 6
624 161 57
48 432 8
576 625 21
318 655 1
333 443 41
186 61 61
231 521 3
624 369 51
225 283 31
246 550 13
267 313 33
354 210 53
147 642 53
534 355 26
159 110 80
375 364 77
24 646 16
45 36 47
333 143 56
336 526 75
633 456 66
291 55 13
108 445 62
225 397 82
225 316 33
516 340 2
189 170 10
171 650 40
579 82 44
150 78 54
360 479 52
291 174 69
228 45 21
117 650 46
486 537 40
504 493 53
390 189 81
504 86 67
573 396 36
189 439 6
33 281 49
585 620 57
582 319 22
237 93 59
510 393 63
594 123 65
432 375 59
588 572 38
12 582 17
174 416 17
435 15 71
423 63 40
522 223 30
195 346 65
564 429 76
570 235 29
303 169 52
186 161 36
519 246 14
408 647 68
330 523 4
546 632 32
450 517 47
144 612 24
570 319 6
330 79 18
336 278 44
501 263 42
615 135 57
411 285 10
129 57 15
597 211 30
549 45 14
558 611 79
342 481 53
63 419 71
42 649 52
474 375 8
492 511 6
600 429 29
477 58 10
87 96 24
324 23 30
375 258 62
51 478 8
570 107 46
579 304 48
654 138 41
354 86 36
546 456 26
429 517 4
417 328 63
318 299 70
1 226 76
180 615 74
75 168 9
105 123 26
180 638 78
609 438 78
585 382 76
549 546 77
426 176 74
579 237 2
504 622 4
15 346 41
216 394 73
474 66 57
27 2 45
303 504 49
312 519 40
213 155 9
645 640 19
630 32 21
153 176 60
300 321 4
33 3 8
603 133 24
186 631 42
612 513 36
228 260 1
543 358 2
636 360 14
42 77 18
315 655 56
180 141 4
654 213 82
627 633 5
75 376 10
141 9 5
483 140 75
156 293 13
315 624 20
468 551 5
15 289 61
384 301 57
69 136 54
489 210 9
537 115 20
252 399 6
582 234 51
213 76 8
570 347 55
366 486 56
213 536 72
12 339 10
582 281 7
267 618 54
474 82 19
219 380 69
183 400 60
321 288 4
348 413 48
543 121 76
315 91 14
582 610 32
462 139 10
90 487 31
234 138 32
327 476 57
645 53 67
486 566 34
186 19 33
132 273 33
390 437 49
348 114 40
540 317 58
30 101 33
450 320 22
480 200 81
369 163 71
387 398 27
405 27 39
315 155 79
351 567 19
30 542 76
219 356 42
498 101 65
600 122 9
21 280 50
342 296 58
303 48 52
495 97 36
516 627 52
363 599 81
357 301 38
138 177 49
123 547 52
114 183 30
501 357 68
228 215 78
204 62 17
168 517 56
423 74 57
384 16 80
318 398 58
654 568 21
243 470 50
324 212 59
531 342 10
609 268 79
510 38 59
141 231 62
414 475 43
204 461 35
621 119 40
318 518 16
585 589 9
348 654 37
246 320 44
435 60 34
75 452 28
159 53 4
309 304 16
309 228 66
579 163 28
300 318 1
93 294 33
411 418 69
651 127 14
483 300 39
540 545 41
612 475 17
60 479 41
546 23 8
177 39 23
453 455 40
387 217 73
1 374 60
486 183 77
273 278 64
18 463 27
156 543 35
561 15 67
354 383 64
171 74 68
225 136 47
30 18 19
81 240 57
270 441 72
228 450 5
84 128 30
309 606 81
408 212 17
138 534 36
303 397 43
81 334 39
525 13 78
528 574 5
51 254 25
57 575 70
501 153 35
591 174 41
636 613 73
462 554 61
192 200 79
339 16 19
246 533 78
24 124 76
393 55 31
618 290 43
54 655 14
303 49 46
114 256 5
615 337 40
168 273 24
525 612 22
93 322 20
315 637 70
195 519 65
474 590 5
66 233 74
57 550 61
636 319 5
651 229 8
570 478 21
231 463 58
174 315 25
102 1 66
300 307 10
213 651 11
147 276 66
636 30 17
297 515 13
24 195 41
15 330 49
444 440 2
81 307 65
636 410 72
144 598 37
66 368 59
192 301 38
420 82 17
126 53 20
513 158 2
36 218 68
399 279 23
237 296 25
117 279 81
537 279 28
426 188 53
282 653 21
132 373 15
90 305 23
54 633 47
627 314 54
648 54 27
324 261 13
585 17 9
468 378 30
372 67 33
330 496 69
147 555 60
93 21 22
327 62 43
588 600 4
138 363 36
579 614 39
402 130 27
603 113 12
618 588 6
237 194 36
243 304 79
357 85 39
48 437 9
603 446 51
591 93 81
198 42 79
570 31 11
279 143 65
132 427 35
501 159 30
3 472 25
270 158 47
594 371 71
558 193 5
276 286 70
33 292 44
273 475 67
228 598 45
582 521 46
621 491 8
543 481 35
591 172 54
561 572 59
222 501 48
540 414 61
210 292 29
57 602 22
246 55 77
195 130 52
45 473 36
177 123 24
627 594 59
60 449 50
360 197 75
219 277 6
639 575 30
60 69 9
60 530 73
621 349 39
15 215 75
144 496 74
204 583 42
489 401 3
249 325 3
438 221 77
564 10 23
81 4 68
75 216 55
45 600 17
60 244 1
165 561 16
42 202 55
129 162 48
210 472 5
378 178 62
24 419 36
540 351 4
261 539 72
168 318 36
528 363 51
96 641 41
384 37 49
462 464 4
174 294 6
177 627 8
468 482 31
303 480 12
492 45 6
123 653 65
66 119 48
126 458 82
537 49 48
378 140 54
78 570 45
27 67 6
204 120 1
60 2 4
429 507 38
285 347 61
429 650 46
108 341 48
162 544 25
393 51 25
327 583 49
99 13 20
93 200 2
420 318 80
528 15 4
534 477 3
249 30 65
18 219 40
297 45 60
213 530 20
120 346 67
75 465 9
561 644 33
270 530 40
504 32 78
219 409 22
42 392 50
351 328 5
210 512 39
147 366 82
90 620 81
579 602 76
159 639 9
177 291 25
414 315 50
606 87 19
483 352 31
165 466 53
354 503 55
495 577 38
174 151 25
639 585 2
585 535 80
153 97 23
543 641 62
186 281 65
603 127 47
234 418 11
369 18 82
357 338 8
507 443 35
333 298 11
6 416 25
588 359 69
516 115 43
360 308 61
321 157 62
339 630 33
72 449 9
255 647 32
141 422 48
285 146 26
414 440 67
363 423 22
495 649 67
513 196 78
48 40 53
261 137 43
573 447 9
135 327 33
219 474 52
54 110 40
132 593 70
183 422 21
129 608 42
147 614 59
357 407 18
96 546 5
123 505 82
276 296 5
51 596 25
192 510 9
66 513 66
336 205 15
99 1 39
630 409 44
186 317 48
294 549 8
642 571 4
27 319 6
240 41 67
66 47 17
432 107 57
420 276 7
36 276 2
75 146 50
6 520 65
636 44 81
414 231 3
540 197 78
234 236 22
552 368 70
99 46 61
165 555 66
438 610 75
228 562 27
75 652 63
381 395 16
432 559 16
270 186 54
165 590 67
543 101 32
330 162 2
9 334 72
195 418 37
624 238 53
648 143 61
255 254 45
201 391 18
294 578 60
555 75 52
171 547 14
603 482 56
519 320 15
150 370 60
240 174 79
459 432 49
159 522 33
558 134 49
465 85 61
213 563 41
318 539 5
243 615 62
450 118 72
141 614 75
123 296 32
135 381 54
417 205 76
216 474 57
270 126 27
573 607 62
9 25 27
471 171 77
468 406 40
360 649 68
153 237 17
390 374 7
363 204 31
348 432 81
654 130 25
546 547 72
654 120 14
585 534 57
99 428 5
30 43 2
213 450 77
51 431 36
537 131 72
567 124 47
579 449 60
198 62 19
513 333 56
105 479 43
45 8 59
318 647 63
441 610 9
60 389 73
195 620 30
372 143 22
6 164 23
621 248 36
117 95 8
225 327 13
375 263 52
246 263 48
150 251 73
45 545 55
480 41 41
564 432 74
384 454 39
120 95 11
486 428 20
375 529 19
453 585 34
246 400 44
465 596 65
297 298 50
162 497 48
408 305 43
138 538 31
6 538 36
378 510 66
624 433 78
237 194 26
462 353 69
18 394 11
273 222 73
165 564 66
591 369 75
183 586 6
618 2 69
528 205 36
570 416 54
333 128 57
123 5 54
435 383 76
492 636 68
309 448 73
264 620 14
48 21 22
51 315 70
192 217 30
324 184 49
540 541 2
429 150 36
582 559 52
153 218 75
27 13 12
630 28 74
648 56 58
357 302 11
198 95 43
219 557 24
546 185 52
645 373 21
405 123 68
636 324 64
33 621 76
267 272 56
108 169 24
477 89 25
36 246 37
510 503 22
426 143 58
231 505 50
414 313 77
552 379 34
360 273 60
603 62 20
159 488 10
537 167 51
219 591 69
177 363 42
408 455 47
519 75 46
234 423 9
129 574 44
369 342 60
141 594 32
351 158 71
444 599 70
396 48 36
414 210 66
624 410 56
63 502 70
465 136 57
18 159 10
330 499 51
441 369 15
177 215 58
267 556 39
531 586 74
444 275 5
216 148 58
234 560 11
294 621 50
525 310 28
117 526 9
306 72 9
618 418 13
534 39 48
210 108 45
33 139 82
108 403 66
573 187 38
249 322 72
591 596 18
642 471 29
252 153 80
249 102 11
441 1 42
618 88 79
378 174 29
57 557 20
156 272 76
609 31 49
591 138 76
150 454 45
27 414 82
624 276 53
153 515 62
126 493 26
384 439 26
525 538 23
159 597 73
33 176 29
648 649 76
54 485 15
633 525 63
102 277 72
402 348 48
321 147 33
144 320 48
276 413 63
363 230 18
216 62 76
204 262 6
171 423 43
480 85 59
552 204 39
318 622 64
408 625 78
582 100 66
357 598 24
540 36 25
438 237 17
360 645 82
561 414 26
270 613 68
177 444 67
381 502 17
60 178 80
279 246 24
627 563 70
111 203 44
285 28 30
156 602 7
288 422 15
378 646 10
264 69 73
429 423 10
633 492 79
534 356 63
237 415 3
312 567 24
318 437 41
633 73 72
21 536 16
342 363 6
234 523 43
255 428 22
177 457 73
576 250 69
582 65 54
183 177 34
180 26 64
33 579 28
558 347 18
51 534 78
126 292 46
480 513 80
474 26 23
87 258 74
192 446 2
201 535 46
213 507 35
399 178 77
501 255 25
201 220 67
462 352 81
312 552 14
276 285 65
186 176 25
111 635 40
267 40 48
483 114 55
399 136 4
123 646 53
87 202 74
111 461 53
156 568 38
576 524 63
99 82 34
42 409 12
3 375 62
150 476 27
117 415 75
468 44 3
72 61 2
507 402 27
615 497 34
624 562 51
15 336 74
411 555 66
183 418 6
126 53 37
372 629 73
474 169 69
36 297 19
81 503 20
375 229 8
243 15 48
237 428 65
246 498 53
135 288 69
57 150 72
654 139 21
111 297 27
297 577 62
189 653 32
243 366 14
477 86 7
591 8 25
603 23 22
3 145 67
615 51 73
153 58 51
546 91 33
246 155 30
285 620 65
195 325 54
42 147 33
24 515 73
474 398 56
201 181 32
576 469 22
453 433 25
279 492 60
42 447 22
603 527 9
156 349 59
474 470 1
207 191 2
384 392 42
168 516 35
636 529 54
159 438 23
66 551 8
144 591 47
87 201 2
138 221 77
93 192 33
99 189 51
99 334 17
546 332 27
303 65 23
501 132 4
48 535 81
498 365 21
510 357 58
402 107 12
525 457 16
477 421 23
417 586 58
594 547 59
135 260 13
450 24 27
129 295 45
315 440 55
516 302 11
558 525 14
588 440 40
387 546 42
78 477 63
213 551 77
255 50 76
411 622 73
132 88 30
618 390 76
516 329 7
384 597 80
117 567 80
600 628 53
198 304 56
210 478 66
645 206 76
591 588 9
78 233 75
483 10 27
546 540 61
231 367 30
120 621 67
51 13 28
249 243 43
279 263 23
504 229 47
219 597 73
498 638 34
582 599 43
27 646 39
57 384 6
303 164 45
534 202 53
69 58 2
303 421 39
597 378 54
447 474 60
45 145 11
507 607 17
198 655 9
27 83 29
195 109 78
6 400 71
306 291 14
600 17 71
99 517 62
276 630 70
447 31 3
504 621 36
285 212 2
9 631 50
27 249 44
267 390 5
609 156 41
123 234 43
147 404 51
279 379 29
186 348 74
573 557 51
258 366 80
612 642 78
258 3 56
165 85 56
600 651 6
606 521 50
519 450 11
111 209 29
303 592 3
348 8 25
60 137 34
378 396 41
585 474 47
387 605 78
18 278 6
30 259 51
156 23 50
486 173 64
9 265 66
225 39 78
282 1 24
126 518 27
123 42 17
519 299 58
294 221 1
570 451 74
423 109 6
495 221 66
558 2 47
135 36 31
264 64 21
420 236 7
150 500 25
183 519 21
315 468 58
192 14 45
639 571 14
480 206 78
204 249 6
225 283 15
360 129 21
297 549 69
447 322 4
84 33 25
339 306 45
372 309 4
1 101 46
507 164 48
426 318 25
327 171 36
183 222 79
1 224 62
495 133 70
6 419 47
486 490 24
375 17 13
39 173 71
273 11 80
645 117 32
477 364 29
366 29 65
456 118 77
225 292 25
150 462 27
270 190 2
294 8 24
357 601 55
486 610 15
168 592 76
156 435 62
342 228 65
408 90 9
150 474 13
90 309 4
459 85 18
555 655 34
153 54 59
447 418 45
171 44 73
318 615 33
306 389 48
417 274 51
516 273 34
261 448 7
9 403 4
513 139 60
255 111 42
453 179 60
282 227 49
585 536 58
90 624 79
648 640 20
576 52 70
585 277 40
384 78 15
252 567 27
384 55 42
213 238 37
582 19 59
645 585 1
477 117 79
600 67 40
72 384 50
141 404 41
375 575 82
483 476 32
414 618 74
612 393 8
642 13 78
408 516 17
396 518 63
612 346 26
489 479 67
129 314 36
654 549 14
156 503 76
51 144 54
414 232 26
495 65 60
381 468 70
1 163 34
96 558 19
120 471 27
12 148 8
6 59 46
465 654 15
186 166 74
366 213 21
462 372 32
243 590 13
435 303 69
375 247 48
423 5 4
597 72 17
294 351 30
195 9 64
183 262 24
57 208 55
12 350 56
282 378 23
126 120 68
651 144 32
327 629 5
255 290 11
528 367 75
543 442 37
267 328 55
69 367 39
57 299 71
573 180 43
456 300 20
162 365 9
636 608 9
174 489 15
546 181 73
384 237 75
192 654 2
195 161 48
147 245 48
186 200 60
159 544 41
408 386 82
285 85 81
21 369 81
99 225 77
324 66 77
150 80 26
294 330 63
102 113 71
642 78 3
567 177 66
51 49 53
651 108 65
351 524 9
519 399 79
12 486 64
576 269 15
321 186 61
195 70 39
186 137 58
624 581 26
528 15 42
306 244 26
6 268 81
276 373 3
393 185 28
531 366 14
354 532 6
558 484 5
351 420 71
51 481 44
390 277 64
372 536 51
528 113 33
342 89 17
387 471 43
528 10 74
636 250 26
420 255 48
306 84 79
24 553 41
567 568 51
39 427 32
327 156 68
90 41 11
171 143 68
642 327 31
93 50 13
441 24 47
549 396 13
615 196 53
249 442 22
237 592 36
249 261 43
381 49 23
357 213 67
114 555 54
585 507 67
456 535 38
606 405 11
435 56 58
642 132 37
585 20 45
198 238 15
78 410 54
450 324 62
567 311 72
627 317 68
132 520 78
342 125 66
525 31 65
474 62 17
183 473 81
156 290 76
81 197 63
6 132 79
576 436 6
42 483 68
444 610 53
132 454 26
42 478 67
369 232 21
567 91 7
366 469 61
174 355 73
288 428 14
195 411 22
33 185 67
477 281 16
423 411 15
21 597 73
279 539 31
327 243 55
30 647 37
69 546 70
210 387 34
429 476 8
597 481 67
57 365 33
444 78 52
510 583 48
486 431 42
300 264 18
24 603 73
267 361 71
6 361 58
444 333 17
336 64 80
297 138 16
465 291 56
576 483 40
612 462 80
267 4 59
477 429 7
567 505 21
522 181 8
459 227 6
72 393 9
42 1 56
318 592 11
216 432 21
432 361 60
312 329 2
270 614 10
645 22 32
462 22 77
354 627 38
408 512 46
444 455 71
624 83 32
456 76 2
60 329 56
171 140 27
114 461 16
651 444 54
129 271 82
108 395 7
540 60 58
462 325 40
456 100 60
159 480 68
552 652 48
315 629 22
540 541 25
144 540 62
129 160 30
651 120 31
519 387 68
516 297 31
84 490 33
462 341 77
243 256 8
342 12 75
384 608 67
285 501 70
69 554 66
9 204 63
510 521 61
420 558 34
507 164 74
567 441 2
228 12 19
453 204 41
246 482 61
327 556 19
108 308 32
438 3 12
213 588 30
306 501 37
543 514 58
57 316 21
390 100 26
363 248 3
246 323 34
513 144 63
108 103 22
21 432 69
42 574 82
528 457 60
204 137 27
243 78 13
78 103 32
270 279 23
297 515 68
327 276 67
276 30 71
141 158 57
159 440 31
108 175 81
18 54 51
348 271 9
273 468 29
240 93 9
384 559 69
639 528 42
231 478 71
63 242 33
360 432 44
585 13 36
639 112 15
459 388 15
612 323 26
108 503 51
606 331 58
129 56 75
240 524 27
558 447 36
156 18 19
603 152 21
75 415 9
267 338 11
111 234 22
465 568 67
375 547 52
192 389 72
411 31 44
444 576 37
483 545 47
1 120 59
441 600 30
246 559 54
255 648 67
390 140 56
15 341 9
330 571 58
321 142 31
378 573 6
402 540 20
51 126 46
324 593 9
123 299 9
447 641 33
276 48 57
456 156 36
555 422 57
654 25 58
264 474 22
513 179 35
174 559 31
309 101 75
33 77 18
387 560 39
24 84 32
498 36 82
279 61 70
537 277 9
39 156 59
492 572 65
99 262 44
15 6 40
6 168 5
435 449 13
426 401 24
246 252 13
507 301 13
96 155 67
534 440 28
45 408 65
372 607 35
339 228 19
243 278 38
21 226 79
468 41 68
198 509 21
129 163 22
603 216 82
585 474 31
465 472 79
1 400 82
375 547 4
645 292 72
1 338 45
339 245 77
369 641 76
375 442 3
141 651 38
384 653 77
99 86 61
372 234 29
12 137 4
156 157 58
231 469 79
159 76 4
225 623 28
54 234 53
639 307 28
297 460 3
120 260 45
171 19 65
456 160 39
186 109 9
612 570 39
252 410 53
546 8 29
348 303 65
93 566 72
90 6 28
630 432 23
141 24 39
93 430 2
489 467 38
438 469 53
141 557 82
30 443 34
501 567 15
96 231 9
255 91 64
414 431 61
393 422 19
630 128 27
561 443 23
207 84 42
108 238 4
408 204 62
453 611 16
108 188 17
534 105 78
651 211 14
549 425 74
357 269 81
537 64 9
435 148 19
372 83 61
96 338 60
39 405 70
276 137 20
66 315 19
309 239 46
327 136 47
354 485 33
321 494 57
156 465 33
561 43 48
111 150 65
147 623 32
15 146 56
36 112 39
630 33 14
489 549 2
366 39 58
204 495 42
189 549 40
453 545 47
654 627 41
417 361 25
63 53 42
234 347 33
474 428 75
213 299 64
219 322 5
222 295 64
105 151 79
321 457 55
249 217 49
177 465 12
369 150 55
207 195 70
84 111 8
96 156 67
420 497 35
510 296 69
108 32 20
33 14 78
324 265 60
417 391 69
333 412 53
27 451 40
372 504 36
501 43 27
342 194 21
549 42 33
468 295 35
21 266 10
78 638 27
612 628 76
159 269 3
6 100 28
558 584 46
3 5 42
258 31 69
93 458 21
627 298 30
444 364 82
15 266 70
294 424 4
114 188 6
492 588 9
183 336 35
24 229 22
96 417 80
300 74 32
129 8 7
573 47 2
387 610 67
654 210 25
573 15 74
486 317 50
183 531 3
369 11 5
90 549 53
279 591 24
393 645 24
315 42 29
120 199 30
258 18 55
195 298 25
78 315 77
285 596 10
294 60 78
87 268 62
102 459 46
537 275 21
258 23 80
567 536 28
207 31 16
561 452 33
57 288 19
456 230 17
78 467 15
489 162 36
210 505 82
549 470 9
177 512 34
567 456 56
273 294 56
324 290 25
207 108 47
435 557 63
399 240 29
546 275 17
462 35 36
258 82 57
615 636 45
504 604 70
654 139 70
633 373 57
594 432 66
642 267 18
564 116 73
111 230 71
231 382 71
339 58 50
57 41 1
93 278 78
360 16 35
138 611 50
399 76 71
9 499 3
636 152 23
291 328 48
165 360 64
282 295 9
534 628 37
33 549 34
417 76 60
45 503 6
135 376 66
24 651 20
240 506 26
465 349 48
30 189 22
141 558 10
87 418 41
306 382 61
468 347 76
132 512 34
72 541 59
534 532 30
186 165 73
102 22 57
471 521 37
573 251 75
528 330 62
600 284 39
549 579 42
612 62 24
510 569 45
468 523 55
609 320 33
222 582 68
405 277 4
342 36 66
51 550 44
267 652 77
579 191 28
45 483 29
201 9 23
534 513 15
201 389 3
291 335 81
537 227 51
438 288 4
579 242 50
273 655 2
462 250 26
360 55 2
468 423 67
411 536 32
264 135 27
3 199 54
372 243 65
12 436 58
537 23 16
597 371 40
405 105 58
396 624 8
648 112 81
570 303 69
447 296 14
288 107 31
414 32 63
153 235 76
156 614 5
213 131 69
588 60 51
447 176 46
369 647 20
480 29 71
390 310 15
390 520 38
534 177 73
642 306 76
525 308 65
99 579 41
525 648 42
33 333 59
255 37 58
33 563 44
318 407 66
636 627 80
183 304 33
57 365 13
183 421 61
483 150 30
510 534 27
246 190 46
171 383 79
624 165 23
168 15 54
216 110 59
474 206 50
549 280 15
507 426 32
564 255 57
168 455 73
465 427 8
588 130 40
258 92 3
186 88 73
564 186 13
45 426 9
132 4 44
117 146 5
267 655 16
540 276 50
108 142 13
513 298 24
168 441 3
30 297 64
549 535 26
336 564 22
159 52 59
411 328 68
492 79 54
327 195 17
255 451 14
399 379 34
447 513 35
309 431 70
84 34 82
519 252 13
195 435 81
495 575 22
477 230 43
345 629 29
591 170 65
174 471 9
51 647 53
18 240 82
222 555 68
630 158 28
537 564 55
474 156 75
9 307 43
351 238 12
111 635 72
516 593 22
423 115 49
621 568 80
357 506 34
276 551 52
558 584 23
99 532 51
102 618 22
72 105 11
507 355 73
516 72 46
621 400 11
381 331 26
453 277 8
147 46 1
336 81 82
204 591 20
174 506 59
273 347 34
480 134 67
486 248 47
123 425 43
81 334 28
120 615 68
429 270 26
354 31 29
357 579 19
150 480 47
84 340 29
156 531 12
384 393 65
441 597 24
579 83 56
405 508 69
375 197 28
207 448 64
93 82 44
321 240 17
120 514 48
174 166 73
591 404 52
507 300 35
33 143 58
99 105 71
468 390 36
624 185 24
360 439 52
18 629 49
651 636 8
552 144 16
165 553 17
204 126 81
345 556 27
129 417 72
474 278 17
579 628 49
432 561 42
456 143 58
636 430 80
489 650 71
582 106 3
90 163 14
252 116 56
267 586 4
405 476 7
102 261 15
138 374 76
381 304 26
141 621 49
45 203 39
153 121 76
204 260 13
270 109 59
42 265 22
525 356 6
81 573 52
138 94 11
456 14 74
195 284 51
621 3 42
75 519 7
33 321 42
465 357 7
582 175 72
330 582 41
345 463 66
231 38 18
552 17 4
204 168 60
315 569 68
240 310 63
336 401 68
225 123 41
555 459 37
60 381 38
123 431 52
399 428 63
432 442 70
516 308 36
585 193 4
546 91 9
234 32 39
615 558 36
414 219 32
384 225 31
21 540 57
324 365 15
267 486 78
261 275 78
156 461 10
33 605 78
561 7 55
474 173 72
513 320 23
135 353 23
549 18 5
576 364 77
348 483 26
528 353 81
135 560 72
651 575 43
174 327 12
66 335 50
477 177 14
372 101 80
363 243 48
498 256 30
264 312 56
72 652 52
144 395 63
324 379 18
435 316 18
276 427 71
300 43 51
399 592 42
501 588 54
429 29 10
114 345 23
507 245 47
147 329 48
654 178 6
273 515 68
399 421 24
540 415 32
171 91 44
648 360 9
609 178 2
174 541 28
516 359 21
453 445 35
498 646 38
201 284 52
396 134 45
552 438 39
534 635 45
510 4 36
78 352 69
15 390 15
45 499 35
252 225 17
75 168 44
18 115 24
423 609 63
651 645 31
453 134 19
471 632 31
438 619 3
21 100 9
309 323 16
267 211 55
87 652 55
114 262 7
